"si","sj","logLik","AIC","BIC"
"sys34","sys35",8,4,4
"sys34","sys36",20,5,5
"sys34","sys37",214,214,214
"sys34","sys38",9,14,14
"sys34","sys39",9,14,14
"sys34","sys40",2,14,14
"sys34","sys41",2,4,4
"sys34","sys42",7,4,4
"sys34","sys43",20,3,3
"sys34","sys44",18,14,14
"sys34","sys45",20,5,5
"sys34","sys46",7,4,4
"sys34","sys47",20,5,5
"sys34","sys48",7,14,14
"sys35","sys36",114,114,16
"sys35","sys37",104,104,104
"sys35","sys38",9,14,14
"sys35","sys39",104,104,5
"sys35","sys40",10,4,4
"sys35","sys41",7,5,5
"sys35","sys42",104,4,4
"sys35","sys43",20,3,3
"sys35","sys44",20,5,5
"sys35","sys45",2,2,5
"sys35","sys46",2,2,5
"sys35","sys47",20,5,5
"sys35","sys48",2,14,14
"sys36","sys37",2,5,5
"sys36","sys38",20,3,3
"sys36","sys39",20,20,3
"sys36","sys40",10,5,5
"sys36","sys41",5,5,5
"sys36","sys42",5,5,5
"sys36","sys43",114,114,5
"sys36","sys44",114,114,114
"sys36","sys45",204,204,4
"sys36","sys46",5,5,5
"sys36","sys47",5,5,5
"sys36","sys48",10,10,4
"sys37","sys38",9,14,14
"sys37","sys39",204,1,1
"sys37","sys40",10,6,6
"sys37","sys41",13,13,13
"sys37","sys42",13,13,13
"sys37","sys43",204,204,204
"sys37","sys44",9,5,5
"sys37","sys45",2,14,14
"sys37","sys46",19,14,14
"sys37","sys47",204,5,5
"sys37","sys48",214,14,14
"sys38","sys39",17,4,4
"sys38","sys40",104,104,104
"sys38","sys41",104,104,1
"sys38","sys42",20,20,14
"sys38","sys43",2,14,14
"sys38","sys44",2,14,14
"sys38","sys45",19,14,14
"sys38","sys46",20,20,14
"sys38","sys47",114,114,14
"sys38","sys48",20,20,14
"sys39","sys40",20,5,5
"sys39","sys41",104,1,1
"sys39","sys42",20,5,5
"sys39","sys43",20,5,5
"sys39","sys44",19,16,16
"sys39","sys45",20,5,5
"sys39","sys46",20,1,1
"sys39","sys47",20,14,14
"sys39","sys48",214,14,14
"sys40","sys41",6,6,6
"sys40","sys42",7,4,4
"sys40","sys43",20,5,5
"sys40","sys44",20,5,5
"sys40","sys45",1,1,1
"sys40","sys46",114,14,14
"sys40","sys47",20,5,5
"sys40","sys48",20,5,5
"sys41","sys42",104,4,4
"sys41","sys43",5,5,5
"sys41","sys44",114,114,5
"sys41","sys45",1,1,1
"sys41","sys46",10,5,5
"sys41","sys47",20,14,14
"sys41","sys48",20,5,5
"sys42","sys43",9,3,3
"sys42","sys44",9,3,3
"sys42","sys45",2,2,4
"sys42","sys46",20,5,5
"sys42","sys47",20,16,16
"sys42","sys48",9,1,1
"sys43","sys44",114,114,3
"sys43","sys45",20,20,14
"sys43","sys46",214,14,14
"sys43","sys47",20,5,5
"sys43","sys48",20,20,14
"sys44","sys45",1,1,1
"sys44","sys46",20,5,5
"sys44","sys47",20,20,5
"sys44","sys48",104,5,5
"sys45","sys46",9,3,3
"sys45","sys47",9,3,3
"sys45","sys48",20,3,3
"sys46","sys47",1,1,1
"sys46","sys48",10,10,10
"sys47","sys48",5,5,5
