"si","sj","logLik","AIC","BIC"
"sys34","sys35",5,5,5
"sys34","sys36",20,14,14
"sys34","sys37",20,16,16
"sys34","sys38",214,214,214
"sys34","sys39",214,214,214
"sys34","sys40",20,3,3
"sys34","sys41",20,3,3
"sys34","sys42",20,3,3
"sys34","sys43",214,214,3
"sys34","sys44",214,3,0
"sys34","sys45",114,114,114
"sys34","sys46",20,3,3
"sys34","sys47",214,16,16
"sys34","sys48",20,16,16
"sys35","sys36",20,14,14
"sys35","sys37",20,5,5
"sys35","sys38",20,3,3
"sys35","sys39",3,3,3
"sys35","sys40",20,5,5
"sys35","sys41",20,20,14
"sys35","sys42",20,5,5
"sys35","sys43",20,16,16
"sys35","sys44",20,3,3
"sys35","sys45",3,3,3
"sys35","sys46",20,16,16
"sys35","sys47",20,16,16
"sys35","sys48",20,16,16
"sys36","sys37",204,204,204
"sys36","sys38",204,204,204
"sys36","sys39",114,114,114
"sys36","sys40",10,10,4
"sys36","sys41",10,4,4
"sys36","sys42",9,4,4
"sys36","sys43",204,204,204
"sys36","sys44",204,204,204
"sys36","sys45",204,204,204
"sys36","sys46",204,5,5
"sys36","sys47",5,5,5
"sys36","sys48",20,5,5
"sys37","sys38",10,6,6
"sys37","sys39",204,4,4
"sys37","sys40",10,6,6
"sys37","sys41",10,6,6
"sys37","sys42",10,6,6
"sys37","sys43",10,5,5
"sys37","sys44",10,5,5
"sys37","sys45",204,204,6
"sys37","sys46",114,114,114
"sys37","sys47",10,5,0
"sys37","sys48",104,104,0
"sys38","sys39",204,204,204
"sys38","sys40",104,104,4
"sys38","sys41",20,5,5
"sys38","sys42",18,16,16
"sys38","sys43",2,2,6
"sys38","sys44",2,2,6
"sys38","sys45",2,2,2
"sys38","sys46",114,114,5
"sys38","sys47",114,114,114
"sys38","sys48",114,114,14
"sys39","sys40",104,104,4
"sys39","sys41",7,14,14
"sys39","sys42",7,3,3
"sys39","sys43",2,2,4
"sys39","sys44",2,2,6
"sys39","sys45",2,2,2
"sys39","sys46",7,7,14
"sys39","sys47",7,1,1
"sys39","sys48",7,14,14
"sys40","sys41",5,5,5
"sys40","sys42",5,5,5
"sys40","sys43",20,5,5
"sys40","sys44",114,114,14
"sys40","sys45",9,9,9
"sys40","sys46",114,114,3
"sys40","sys47",20,5,5
"sys40","sys48",114,3,3
"sys41","sys42",5,5,5
"sys41","sys43",20,16,16
"sys41","sys44",114,114,3
"sys41","sys45",20,3,3
"sys41","sys46",7,3,3
"sys41","sys47",18,14,14
"sys41","sys48",9,3,3
"sys42","sys43",19,16,16
"sys42","sys44",114,114,114
"sys42","sys45",20,16,16
"sys42","sys46",20,3,3
"sys42","sys47",214,3,3
"sys42","sys48",9,3,3
"sys43","sys44",204,204,204
"sys43","sys45",104,104,4
"sys43","sys46",2,4,4
"sys43","sys47",2,2,14
"sys43","sys48",114,14,14
"sys44","sys45",104,104,13
"sys44","sys46",19,13,13
"sys44","sys47",9,4,4
"sys44","sys48",19,1,1
"sys45","sys46",2,2,14
"sys45","sys47",20,5,5
"sys45","sys48",20,3,3
"sys46","sys47",7,4,4
"sys46","sys48",2,1,1
"sys47","sys48",2,5,5
