"si","sj","logLik","AIC","BIC"
"sys14","sys22",10,6,6
"sys14","sys23",10,6,6
"sys14","sys24",9,4,4
"sys14","sys25",9,4,4
"sys14","sys26",9,6,6
"sys14","sys27",1,1,1
"sys14","sys28",234,0,0
"sys14","sys29",9,4,4
"sys14","sys30",9,4,4
"sys14","sys31",9,9,4
"sys14","sys32",9,6,6
"sys14","sys33",9,6,6
"sys14","sys34",13,13,0
"sys14","sys35",9,4,4
"sys14","sys36",13,13,13
"sys14","sys37",8,4,4
"sys14","sys38",9,4,4
"sys14","sys39",17,13,13
"sys14","sys40",204,6,6
"sys14","sys41",9,13,13
"sys14","sys42",20,14,14
"sys14","sys43",204,4,4
"sys14","sys44",10,6,6
"sys14","sys45",204,204,204
"sys14","sys46",204,204,6
"sys14","sys47",10,6,6
"sys14","sys48",2,2,14
"sys14","sys49",204,204,13
"sys14","sys50",8,6,6
"sys14","sys51",9,1,1
"sys14","sys52",9,13,13
"sys14","sys53",9,9,14
"sys14","sys54",19,19,14
"sys14","sys55",9,4,4
"sys14","sys56",1,1,1
"sys14","sys57",19,19,19
"sys14","sys60",114,114,0
"sys14","sys61",114,6,0
"sys14","sys62",114,114,14
"sys14","sys66",19,1,1
"sys14","sys68",19,1,1
"sys14","sys69",204,204,204
"sys14","sys70",19,13,13
"sys14","sys71",9,14,14
"sys14","sys72",104,6,6
"sys14","sys73",9,1,1
"sys14","sys74",10,6,6
"sys14","sys76",104,4,4
"sys14","sys77",8,6,6
"sys14","sys78",17,4,4
"sys14","sys79",19,13,13
"sys14","sys80",17,13,13
"sys14","sys81",19,19,4
"sys14","sys82",2,6,6
"sys14","sys85",9,6,6
"sys14","sys87",10,6,6
"sys14","sys88",19,19,4
"sys15","sys16",9,4,4
"sys15","sys17",8,4,4
"sys15","sys18",104,104,4
"sys15","sys19",9,1,1
"sys15","sys20",104,4,4
"sys15","sys21",10,6,6
"sys15","sys22",10,6,6
"sys15","sys23",10,6,6
"sys15","sys24",19,14,14
"sys15","sys25",214,214,14
"sys15","sys26",214,214,14
"sys15","sys27",20,1,1
"sys15","sys28",114,0,0
"sys15","sys29",9,6,6
"sys15","sys30",9,6,6
"sys15","sys31",19,19,14
"sys15","sys32",2,6,6
"sys15","sys33",2,2,0
"sys15","sys34",214,214,214
"sys15","sys35",1,1,1
"sys15","sys36",8,6,6
"sys15","sys37",9,14,14
"sys15","sys38",104,4,4
"sys15","sys39",2,13,13
"sys15","sys40",9,4,4
"sys15","sys41",9,9,1
"sys15","sys42",20,3,3
"sys15","sys43",19,19,14
"sys15","sys44",104,104,104
"sys15","sys45",2,2,4
"sys15","sys46",2,2,2
"sys15","sys47",10,6,6
"sys15","sys48",2,5,5
"sys15","sys49",19,19,4
"sys15","sys50",2,4,4
"sys15","sys51",10,6,6
"sys15","sys52",10,6,6
"sys15","sys53",9,14,14
"sys15","sys54",20,1,1
"sys15","sys55",9,4,4
"sys15","sys56",20,1,1
"sys15","sys57",2,2,14
"sys15","sys60",114,114,114
"sys15","sys61",2,0,0
"sys15","sys62",114,114,0
"sys15","sys66",2,4,4
"sys15","sys68",20,14,14
"sys15","sys69",2,4,4
"sys15","sys70",104,104,104
"sys15","sys71",9,4,0
"sys15","sys72",104,6,6
"sys15","sys73",9,4,4
"sys15","sys74",2,2,0
"sys15","sys76",9,4,4
"sys15","sys77",104,4,4
"sys15","sys78",9,1,1
"sys15","sys79",104,4,4
"sys15","sys80",104,104,104
"sys15","sys81",104,104,4
"sys15","sys82",2,2,2
"sys15","sys85",2,4,4
"sys15","sys87",204,6,6
"sys15","sys88",9,4,4
"sys16","sys17",10,6,6
"sys16","sys18",9,4,4
"sys16","sys19",2,4,4
"sys16","sys20",17,13,13
"sys16","sys21",104,104,6
"sys16","sys22",8,4,4
"sys16","sys23",8,4,4
"sys16","sys24",19,19,4
"sys16","sys25",9,4,4
"sys16","sys26",19,19,1
"sys16","sys27",114,114,14
"sys16","sys28",10,0,0
"sys16","sys29",9,4,4
"sys16","sys30",9,4,4
"sys16","sys31",204,204,4
"sys16","sys32",10,6,6
"sys16","sys33",104,6,6
"sys16","sys34",10,6,6
"sys16","sys35",1,1,1
"sys16","sys36",9,6,6
"sys16","sys37",1,1,1
"sys16","sys38",13,13,13
"sys16","sys39",204,13,13
"sys16","sys40",2,6,6
"sys16","sys41",9,6,6
"sys16","sys42",14,14,14
"sys16","sys43",19,6,6
"sys16","sys44",204,204,4
"sys16","sys45",9,9,14
"sys16","sys46",2,2,14
"sys16","sys47",104,6,6
"sys16","sys48",204,204,1
"sys16","sys49",204,6,6
"sys16","sys50",9,4,4
"sys16","sys51",19,13,13
"sys16","sys52",13,13,13
"sys16","sys53",9,4,4
"sys16","sys54",7,1,1
"sys16","sys55",204,204,4
"sys16","sys56",1,1,1
"sys16","sys57",114,114,114
"sys16","sys60",2,16,16
"sys16","sys61",2,2,16
"sys16","sys62",19,16,16
"sys16","sys66",204,204,204
"sys16","sys68",114,114,14
"sys16","sys69",19,19,4
"sys16","sys70",19,19,4
"sys16","sys71",2,14,14
"sys16","sys72",10,6,6
"sys16","sys73",104,4,4
"sys16","sys74",104,104,6
"sys16","sys76",204,204,4
"sys16","sys77",204,4,4
"sys16","sys78",204,204,204
"sys16","sys79",7,1,1
"sys16","sys80",20,1,1
"sys16","sys81",7,4,4
"sys16","sys82",104,104,6
"sys16","sys85",9,4,4
"sys16","sys87",204,4,4
"sys16","sys88",2,2,4
"sys17","sys18",8,4,4
"sys17","sys19",2,2,4
"sys17","sys20",8,4,4
"sys17","sys21",104,104,4
"sys17","sys22",104,104,4
"sys17","sys23",2,2,2
"sys17","sys24",2,6,6
"sys17","sys25",2,6,6
"sys17","sys26",2,6,6
"sys17","sys27",2,2,2
"sys17","sys28",104,6,0
"sys17","sys29",10,6,6
"sys17","sys30",10,6,6
"sys17","sys31",204,6,6
"sys17","sys32",104,6,6
"sys17","sys33",104,104,6
"sys17","sys34",13,13,13
"sys17","sys35",204,204,204
"sys17","sys36",204,204,6
"sys17","sys37",204,204,4
"sys17","sys38",13,13,13
"sys17","sys39",19,4,4
"sys17","sys40",2,2,2
"sys17","sys41",2,6,6
"sys17","sys42",204,0,0
"sys17","sys43",10,6,6
"sys17","sys44",2,2,4
"sys17","sys45",2,4,4
"sys17","sys46",10,6,6
"sys17","sys47",10,6,6
"sys17","sys48",204,204,0
"sys17","sys49",204,204,204
"sys17","sys50",9,6,6
"sys17","sys51",7,4,4
"sys17","sys52",9,4,4
"sys17","sys53",204,4,4
"sys17","sys54",2,5,5
"sys17","sys55",204,4,4
"sys17","sys56",2,2,2
"sys17","sys57",204,204,204
"sys17","sys60",104,104,0
"sys17","sys61",104,104,0
"sys17","sys62",9,1,1
"sys17","sys66",2,2,2
"sys17","sys68",204,204,4
"sys17","sys69",2,6,6
"sys17","sys70",2,2,6
"sys17","sys71",9,4,4
"sys17","sys72",104,6,6
"sys17","sys73",104,13,13
"sys17","sys74",104,104,6
"sys17","sys76",9,9,14
"sys17","sys77",204,4,4
"sys17","sys78",13,13,13
"sys17","sys79",2,2,4
"sys17","sys80",2,2,5
"sys17","sys81",2,2,2
"sys17","sys82",2,6,6
"sys17","sys85",2,6,6
"sys17","sys87",204,204,6
"sys17","sys88",2,2,2
"sys18","sys19",104,104,104
"sys18","sys20",104,104,104
"sys18","sys21",10,6,6
"sys18","sys22",9,6,6
"sys18","sys23",104,6,6
"sys18","sys24",19,14,14
"sys18","sys25",19,1,1
"sys18","sys26",19,14,14
"sys18","sys27",20,1,1
"sys18","sys28",2,5,5
"sys18","sys29",9,4,4
"sys18","sys30",9,4,4
"sys18","sys31",9,9,14
"sys18","sys32",10,6,6
"sys18","sys33",10,6,6
"sys18","sys34",204,13,13
"sys18","sys35",7,1,1
"sys18","sys36",17,4,4
"sys18","sys37",7,1,1
"sys18","sys38",104,104,104
"sys18","sys39",104,104,4
"sys18","sys40",13,13,13
"sys18","sys41",9,9,1
"sys18","sys42",214,214,14
"sys18","sys43",9,9,1
"sys18","sys44",104,104,104
"sys18","sys45",204,204,4
"sys18","sys46",2,2,14
"sys18","sys47",9,6,6
"sys18","sys48",214,14,14
"sys18","sys49",7,4,4
"sys18","sys50",9,6,6
"sys18","sys51",9,9,1
"sys18","sys52",9,6,6
"sys18","sys53",19,14,14
"sys18","sys54",214,214,1
"sys18","sys55",104,104,4
"sys18","sys56",7,1,1
"sys18","sys57",19,19,14
"sys18","sys60",114,16,16
"sys18","sys61",2,2,0
"sys18","sys62",19,16,16
"sys18","sys66",17,4,4
"sys18","sys68",7,1,1
"sys18","sys69",2,2,2
"sys18","sys70",2,2,14
"sys18","sys71",2,16,16
"sys18","sys72",10,6,6
"sys18","sys73",9,1,1
"sys18","sys74",10,6,6
"sys18","sys76",204,4,4
"sys18","sys77",104,4,4
"sys18","sys78",20,5,5
"sys18","sys79",104,4,4
"sys18","sys80",104,104,4
"sys18","sys81",214,214,214
"sys18","sys82",2,2,4
"sys18","sys85",19,4,4
"sys18","sys87",204,4,4
"sys18","sys88",2,2,4
"sys19","sys20",8,6,6
"sys19","sys21",104,104,4
"sys19","sys22",104,104,4
"sys19","sys23",8,4,4
"sys19","sys24",9,6,6
"sys19","sys25",9,6,6
"sys19","sys26",9,6,6
"sys19","sys27",17,4,4
"sys19","sys28",204,0,0
"sys19","sys29",9,6,6
"sys19","sys30",9,6,6
"sys19","sys31",9,9,4
"sys19","sys32",10,6,6
"sys19","sys33",10,6,6
"sys19","sys34",124,124,124
"sys19","sys35",9,4,4
"sys19","sys36",204,204,204
"sys19","sys37",8,6,6
"sys19","sys38",8,4,4
"sys19","sys39",8,6,6
"sys19","sys40",10,6,6
"sys19","sys41",10,6,6
"sys19","sys42",5,5,5
"sys19","sys43",10,6,6
"sys19","sys44",7,4,4
"sys19","sys45",10,6,6
"sys19","sys46",204,204,6
"sys19","sys47",104,104,104
"sys19","sys48",2,2,0
"sys19","sys49",10,6,6
"sys19","sys50",2,2,2
"sys19","sys51",19,4,4
"sys19","sys52",19,4,4
"sys19","sys53",8,13,13
"sys19","sys54",10,10,10
"sys19","sys55",13,13,13
"sys19","sys56",10,10,10
"sys19","sys57",9,4,4
"sys19","sys60",10,6,6
"sys19","sys61",10,6,6
"sys19","sys62",10,6,6
"sys19","sys66",104,104,5
"sys19","sys68",204,204,6
"sys19","sys69",9,4,4
"sys19","sys70",10,6,6
"sys19","sys71",204,204,204
"sys19","sys72",10,6,6
"sys19","sys73",9,1,1
"sys19","sys74",10,6,6
"sys19","sys76",9,9,4
"sys19","sys77",8,6,6
"sys19","sys78",2,2,4
"sys19","sys79",104,6,6
"sys19","sys80",104,6,6
"sys19","sys81",104,104,6
"sys19","sys82",9,6,6
"sys19","sys85",204,13,13
"sys19","sys87",204,6,6
"sys19","sys88",10,6,6
"sys20","sys21",9,4,4
"sys20","sys22",9,9,4
"sys20","sys23",9,4,4
"sys20","sys24",10,6,6
"sys20","sys25",10,6,6
"sys20","sys26",10,6,6
"sys20","sys27",19,13,13
"sys20","sys28",134,0,0
"sys20","sys29",10,6,6
"sys20","sys30",10,6,6
"sys20","sys31",9,6,6
"sys20","sys32",2,6,6
"sys20","sys33",2,6,6
"sys20","sys34",204,13,13
"sys20","sys35",8,4,4
"sys20","sys36",204,13,13
"sys20","sys37",8,4,4
"sys20","sys38",13,13,13
"sys20","sys39",8,4,4
"sys20","sys40",10,6,6
"sys20","sys41",10,6,6
"sys20","sys42",10,5,5
"sys20","sys43",10,6,6
"sys20","sys44",204,204,4
"sys20","sys45",19,4,4
"sys20","sys46",10,6,6
"sys20","sys47",10,6,6
"sys20","sys48",204,4,4
"sys20","sys49",10,6,6
"sys20","sys50",10,6,6
"sys20","sys51",13,13,13
"sys20","sys52",10,6,6
"sys20","sys53",10,6,6
"sys20","sys54",104,104,4
"sys20","sys55",9,4,4
"sys20","sys56",104,104,4
"sys20","sys57",19,13,13
"sys20","sys60",2,6,6
"sys20","sys61",10,6,6
"sys20","sys62",2,6,6
"sys20","sys66",17,4,4
"sys20","sys68",204,204,204
"sys20","sys69",10,6,6
"sys20","sys70",10,6,6
"sys20","sys71",204,0,0
"sys20","sys72",10,6,6
"sys20","sys73",104,104,13
"sys20","sys74",10,6,6
"sys20","sys76",2,2,2
"sys20","sys77",204,204,204
"sys20","sys78",7,4,4
"sys20","sys79",17,13,13
"sys20","sys80",8,6,6
"sys20","sys81",19,13,13
"sys20","sys82",10,6,6
"sys20","sys85",204,4,4
"sys20","sys87",204,6,6
"sys20","sys88",2,6,6
"sys21","sys22",204,204,204
"sys21","sys23",204,204,204
"sys21","sys24",10,6,6
"sys21","sys25",10,6,6
"sys21","sys26",10,6,6
"sys21","sys27",204,204,6
"sys21","sys28",224,0,0
"sys21","sys29",9,4,4
"sys21","sys30",9,4,4
"sys21","sys31",204,6,6
"sys21","sys32",104,104,6
"sys21","sys33",104,104,104
"sys21","sys34",204,6,0
"sys21","sys35",204,204,204
"sys21","sys36",2,6,6
"sys21","sys37",204,204,6
"sys21","sys38",2,6,6
"sys21","sys39",10,6,6
"sys21","sys40",204,6,6
"sys21","sys41",10,6,6
"sys21","sys42",204,204,204
"sys21","sys43",10,6,6
"sys21","sys44",204,204,6
"sys21","sys45",204,6,6
"sys21","sys46",204,204,204
"sys21","sys47",10,6,6
"sys21","sys48",204,204,204
"sys21","sys49",10,6,6
"sys21","sys50",9,6,6
"sys21","sys51",9,1,1
"sys21","sys52",9,9,14
"sys21","sys53",204,204,204
"sys21","sys54",204,6,6
"sys21","sys55",10,6,6
"sys21","sys56",204,6,6
"sys21","sys57",204,204,204
"sys21","sys60",104,104,104
"sys21","sys61",104,104,104
"sys21","sys62",19,1,1
"sys21","sys66",10,6,6
"sys21","sys68",204,6,6
"sys21","sys69",9,6,6
"sys21","sys70",204,6,6
"sys21","sys71",214,214,1
"sys21","sys72",104,104,6
"sys21","sys73",104,104,13
"sys21","sys74",104,104,104
"sys21","sys76",9,4,4
"sys21","sys77",204,6,6
"sys21","sys78",204,6,6
"sys21","sys79",204,6,6
"sys21","sys80",204,6,6
"sys21","sys81",204,6,6
"sys21","sys82",10,6,6
"sys21","sys85",10,6,6
"sys21","sys87",204,204,204
"sys21","sys88",204,6,6
"sys22","sys23",2,5,5
"sys22","sys24",10,6,6
"sys22","sys25",13,13,13
"sys22","sys26",10,6,6
"sys22","sys27",204,204,204
"sys22","sys28",2,2,0
"sys22","sys29",9,4,4
"sys22","sys30",9,4,4
"sys22","sys31",204,6,6
"sys22","sys32",104,6,6
"sys22","sys33",104,104,104
"sys22","sys34",10,6,0
"sys22","sys35",204,13,13
"sys22","sys36",9,6,6
"sys22","sys37",204,13,13
"sys22","sys38",9,4,4
"sys22","sys39",204,4,4
"sys22","sys40",10,6,6
"sys22","sys41",10,6,6
"sys22","sys42",204,204,204
"sys22","sys43",10,6,6
"sys22","sys44",10,6,6
"sys22","sys45",10,6,6
"sys22","sys46",204,6,6
"sys22","sys47",10,6,6
"sys22","sys48",204,0,0
"sys22","sys49",10,6,6
"sys22","sys50",204,6,6
"sys22","sys51",9,1,1
"sys22","sys52",9,4,4
"sys22","sys53",204,204,204
"sys22","sys54",10,6,6
"sys22","sys55",10,6,6
"sys22","sys56",204,13,13
"sys22","sys57",204,4,4
"sys22","sys60",104,104,104
"sys22","sys61",104,104,13
"sys22","sys62",17,4,4
"sys22","sys66",204,4,4
"sys22","sys68",10,6,6
"sys22","sys69",9,6,6
"sys22","sys70",204,6,6
"sys22","sys71",9,1,1
"sys22","sys72",104,6,6
"sys22","sys73",104,13,13
"sys22","sys74",104,104,104
"sys22","sys76",9,6,6
"sys22","sys77",204,4,4
"sys22","sys78",204,204,4
"sys22","sys79",10,6,6
"sys22","sys80",204,13,13
"sys22","sys81",8,6,6
"sys22","sys82",10,6,6
"sys22","sys85",9,6,6
"sys22","sys87",204,204,204
"sys22","sys88",13,13,13
"sys23","sys24",13,13,13
"sys23","sys25",13,13,13
"sys23","sys26",10,6,6
"sys23","sys27",9,13,13
"sys23","sys28",134,0,0
"sys23","sys29",8,6,6
"sys23","sys30",8,6,6
"sys23","sys31",10,6,6
"sys23","sys32",10,6,6
"sys23","sys33",10,6,6
"sys23","sys34",9,0,0
"sys23","sys35",13,13,13
"sys23","sys36",2,6,6
"sys23","sys37",19,4,4
"sys23","sys38",2,4,4
"sys23","sys39",7,4,4
"sys23","sys40",9,6,6
"sys23","sys41",10,6,6
"sys23","sys42",204,204,204
"sys23","sys43",10,6,6
"sys23","sys44",10,6,6
"sys23","sys45",204,204,204
"sys23","sys46",204,204,204
"sys23","sys47",10,6,6
"sys23","sys48",204,204,6
"sys23","sys49",9,6,6
"sys23","sys50",19,4,4
"sys23","sys51",9,4,4
"sys23","sys52",2,4,4
"sys23","sys53",204,13,13
"sys23","sys54",19,19,4
"sys23","sys55",9,6,6
"sys23","sys56",19,4,4
"sys23","sys57",17,1,1
"sys23","sys60",104,4,4
"sys23","sys61",104,13,13
"sys23","sys62",19,4,4
"sys23","sys66",13,13,13
"sys23","sys68",204,204,6
"sys23","sys69",10,6,6
"sys23","sys70",10,6,6
"sys23","sys71",104,13,0
"sys23","sys72",13,13,13
"sys23","sys73",104,4,4
"sys23","sys74",10,6,6
"sys23","sys76",9,4,4
"sys23","sys77",8,6,6
"sys23","sys78",204,4,4
"sys23","sys79",10,6,6
"sys23","sys80",13,13,13
"sys23","sys81",19,13,13
"sys23","sys82",10,6,6
"sys23","sys85",10,6,6
"sys23","sys87",13,13,13
"sys23","sys88",204,13,13
"sys24","sys25",204,204,204
"sys24","sys26",204,204,204
"sys24","sys27",10,6,6
"sys24","sys28",2,0,0
"sys24","sys29",19,13,13
"sys24","sys30",19,13,13
"sys24","sys31",9,6,6
"sys24","sys32",17,4,4
"sys24","sys33",1,1,1
"sys24","sys34",29,26,0
"sys24","sys35",13,13,13
"sys24","sys36",204,6,6
"sys24","sys37",19,13,13
"sys24","sys38",10,6,6
"sys24","sys39",10,6,6
"sys24","sys40",9,6,6
"sys24","sys41",19,19,19
"sys24","sys42",204,204,1
"sys24","sys43",9,9,1
"sys24","sys44",13,13,13
"sys24","sys45",9,4,4
"sys24","sys46",19,14,14
"sys24","sys47",104,6,6
"sys24","sys48",9,1,1
"sys24","sys49",9,13,13
"sys24","sys50",9,6,6
"sys24","sys51",204,13,13
"sys24","sys52",13,13,13
"sys24","sys53",204,204,4
"sys24","sys54",204,204,204
"sys24","sys55",8,4,4
"sys24","sys56",204,204,13
"sys24","sys57",204,6,6
"sys24","sys60",9,6,6
"sys24","sys61",114,6,6
"sys24","sys62",9,6,6
"sys24","sys66",10,6,6
"sys24","sys68",9,6,6
"sys24","sys69",114,114,114
"sys24","sys70",17,4,4
"sys24","sys71",114,114,114
"sys24","sys72",17,4,4
"sys24","sys73",2,6,6
"sys24","sys74",19,1,1
"sys24","sys76",10,6,6
"sys24","sys77",6,6,6
"sys24","sys78",10,6,6
"sys24","sys79",204,6,6
"sys24","sys80",204,6,6
"sys24","sys81",204,204,204
"sys24","sys82",1,1,1
"sys24","sys85",9,4,4
"sys24","sys87",104,13,13
"sys24","sys88",9,4,4
"sys25","sys26",204,204,204
"sys25","sys27",204,4,4
"sys25","sys28",114,0,0
"sys25","sys29",19,13,13
"sys25","sys30",19,13,13
"sys25","sys31",9,6,6
"sys25","sys32",10,13,13
"sys25","sys33",17,13,13
"sys25","sys34",234,234,0
"sys25","sys35",13,13,13
"sys25","sys36",204,6,6
"sys25","sys37",13,13,13
"sys25","sys38",10,6,6
"sys25","sys39",6,6,6
"sys25","sys40",9,6,6
"sys25","sys41",9,9,1
"sys25","sys42",204,1,1
"sys25","sys43",9,9,9
"sys25","sys44",9,13,13
"sys25","sys45",9,4,4
"sys25","sys46",104,4,4
"sys25","sys47",10,6,6
"sys25","sys48",9,1,1
"sys25","sys49",9,4,4
"sys25","sys50",19,6,6
"sys25","sys51",13,13,13
"sys25","sys52",13,13,13
"sys25","sys53",204,4,4
"sys25","sys54",10,6,6
"sys25","sys55",8,4,4
"sys25","sys56",204,6,6
"sys25","sys57",204,204,6
"sys25","sys60",114,6,6
"sys25","sys61",114,114,6
"sys25","sys62",10,6,6
"sys25","sys66",2,2,4
"sys25","sys68",9,6,6
"sys25","sys69",114,114,1
"sys25","sys70",17,4,4
"sys25","sys71",104,104,0
"sys25","sys72",10,13,13
"sys25","sys73",8,6,6
"sys25","sys74",17,4,4
"sys25","sys76",13,13,13
"sys25","sys77",9,6,6
"sys25","sys78",10,6,6
"sys25","sys79",204,6,6
"sys25","sys80",204,204,4
"sys25","sys81",204,6,6
"sys25","sys82",104,1,1
"sys25","sys85",9,9,1
"sys25","sys87",9,13,13
"sys25","sys88",9,4,4
"sys26","sys27",9,6,6
"sys26","sys28",104,104,0
"sys26","sys29",19,13,13
"sys26","sys30",19,13,13
"sys26","sys31",9,6,6
"sys26","sys32",10,13,13
"sys26","sys33",17,4,4
"sys26","sys34",30,26,0
"sys26","sys35",13,13,13
"sys26","sys36",10,6,6
"sys26","sys37",13,13,13
"sys26","sys38",10,6,6
"sys26","sys39",10,6,6
"sys26","sys40",2,2,2
"sys26","sys41",19,19,4
"sys26","sys42",204,204,204
"sys26","sys43",9,9,4
"sys26","sys44",9,6,6
"sys26","sys45",104,6,6
"sys26","sys46",9,4,4
"sys26","sys47",10,6,6
"sys26","sys48",9,14,14
"sys26","sys49",9,6,6
"sys26","sys50",10,6,6
"sys26","sys51",204,6,6
"sys26","sys52",13,13,13
"sys26","sys53",9,9,4
"sys26","sys54",10,6,6
"sys26","sys55",9,4,4
"sys26","sys56",10,6,6
"sys26","sys57",204,6,6
"sys26","sys60",9,6,6
"sys26","sys61",9,9,0
"sys26","sys62",10,6,6
"sys26","sys66",9,6,6
"sys26","sys68",9,6,6
"sys26","sys69",114,114,114
"sys26","sys70",19,4,4
"sys26","sys71",104,104,104
"sys26","sys72",10,13,13
"sys26","sys73",10,6,6
"sys26","sys74",17,4,4
"sys26","sys76",10,6,6
"sys26","sys77",9,6,6
"sys26","sys78",10,6,6
"sys26","sys79",9,6,6
"sys26","sys80",9,9,1
"sys26","sys81",204,4,4
"sys26","sys82",9,9,1
"sys26","sys85",9,9,14
"sys26","sys87",104,13,13
"sys26","sys88",9,4,4
"sys27","sys28",2,2,0
"sys27","sys29",9,6,6
"sys27","sys30",9,6,6
"sys27","sys31",9,13,13
"sys27","sys32",10,6,6
"sys27","sys33",104,6,6
"sys27","sys34",2,2,16
"sys27","sys35",9,9,4
"sys27","sys36",1,1,1
"sys27","sys37",2,2,4
"sys27","sys38",104,104,104
"sys27","sys39",9,4,4
"sys27","sys40",10,6,6
"sys27","sys41",10,6,6
"sys27","sys42",1,1,1
"sys27","sys43",10,6,6
"sys27","sys44",9,1,1
"sys27","sys45",204,4,4
"sys27","sys46",204,204,6
"sys27","sys47",104,104,6
"sys27","sys48",114,114,3
"sys27","sys49",204,204,6
"sys27","sys50",2,2,4
"sys27","sys51",104,4,4
"sys27","sys52",19,4,4
"sys27","sys53",2,2,4
"sys27","sys54",7,4,4
"sys27","sys55",17,4,4
"sys27","sys56",8,13,13
"sys27","sys57",9,9,4
"sys27","sys60",9,6,6
"sys27","sys61",10,6,6
"sys27","sys62",10,6,6
"sys27","sys66",104,13,13
"sys27","sys68",204,204,6
"sys27","sys69",19,4,4
"sys27","sys70",10,6,6
"sys27","sys71",9,0,0
"sys27","sys72",104,6,6
"sys27","sys73",214,214,3
"sys27","sys74",10,6,6
"sys27","sys76",2,4,4
"sys27","sys77",9,6,6
"sys27","sys78",8,4,4
"sys27","sys79",9,9,14
"sys27","sys80",104,104,104
"sys27","sys81",2,2,2
"sys27","sys82",9,6,6
"sys27","sys85",204,4,4
"sys27","sys87",9,6,6
"sys27","sys88",10,6,6
"sys28","sys29",2,0,0
"sys28","sys30",2,0,0
"sys28","sys31",114,114,0
"sys28","sys32",20,5,0
"sys28","sys33",114,5,0
"sys28","sys34",30,0,0
"sys28","sys35",20,5,0
"sys28","sys36",20,0,0
"sys28","sys37",20,0,0
"sys28","sys38",2,2,0
"sys28","sys39",10,5,0
"sys28","sys40",114,0,0
"sys28","sys41",2,0,0
"sys28","sys42",214,0,0
"sys28","sys43",2,2,0
"sys28","sys44",114,114,16
"sys28","sys45",20,0,0
"sys28","sys46",214,214,0
"sys28","sys47",104,0,0
"sys28","sys48",2,0,0
"sys28","sys49",114,114,0
"sys28","sys50",114,0,0
"sys28","sys51",20,0,0
"sys28","sys52",20,0,0
"sys28","sys53",20,16,16
"sys28","sys54",2,16,0
"sys28","sys55",20,16,16
"sys28","sys56",20,0,0
"sys28","sys57",20,0,0
"sys28","sys60",134,134,134
"sys28","sys61",134,134,134
"sys28","sys62",20,16,16
"sys28","sys66",2,2,0
"sys28","sys68",2,2,0
"sys28","sys69",2,2,0
"sys28","sys70",2,0,0
"sys28","sys71",2,2,0
"sys28","sys72",20,5,0
"sys28","sys73",104,16,0
"sys28","sys74",204,0,0
"sys28","sys76",10,0,0
"sys28","sys77",2,5,0
"sys28","sys78",2,16,16
"sys28","sys79",20,5,5
"sys28","sys80",2,2,14
"sys28","sys81",2,2,5
"sys28","sys82",9,0,0
"sys28","sys85",2,2,2
"sys28","sys87",114,114,0
"sys28","sys88",20,14,14
"sys29","sys30",14,14,14
"sys29","sys31",104,104,104
"sys29","sys32",19,4,4
"sys29","sys33",19,13,13
"sys29","sys34",2,0,0
"sys29","sys35",9,6,6
"sys29","sys36",9,9,4
"sys29","sys37",9,6,6
"sys29","sys38",13,13,13
"sys29","sys39",13,13,13
"sys29","sys40",10,6,6
"sys29","sys41",9,6,6
"sys29","sys42",204,4,4
"sys29","sys43",9,6,6
"sys29","sys44",17,13,13
"sys29","sys45",10,6,6
"sys29","sys46",10,6,6
"sys29","sys47",10,6,6
"sys29","sys48",204,4,4
"sys29","sys49",10,6,6
"sys29","sys50",10,6,6
"sys29","sys51",7,1,1
"sys29","sys52",9,1,1
"sys29","sys53",9,9,4
"sys29","sys54",9,13,13
"sys29","sys55",10,6,6
"sys29","sys56",9,6,6
"sys29","sys57",9,6,6
"sys29","sys60",9,6,6
"sys29","sys61",104,6,6
"sys29","sys62",104,4,4
"sys29","sys66",13,13,13
"sys29","sys68",10,6,6
"sys29","sys69",1,1,1
"sys29","sys70",7,1,1
"sys29","sys71",114,114,1
"sys29","sys72",19,13,13
"sys29","sys73",104,4,4
"sys29","sys74",13,13,13
"sys29","sys76",9,9,4
"sys29","sys77",9,6,6
"sys29","sys78",204,204,6
"sys29","sys79",2,2,4
"sys29","sys80",19,4,4
"sys29","sys81",19,13,13
"sys29","sys82",13,13,13
"sys29","sys85",9,6,6
"sys29","sys87",9,6,6
"sys29","sys88",204,6,6
"sys30","sys31",104,104,104
"sys30","sys32",17,13,13
"sys30","sys33",17,13,13
"sys30","sys34",2,2,0
"sys30","sys35",9,6,6
"sys30","sys36",9,6,6
"sys30","sys37",9,6,6
"sys30","sys38",10,6,6
"sys30","sys39",13,13,13
"sys30","sys40",10,6,6
"sys30","sys41",9,6,6
"sys30","sys42",204,4,4
"sys30","sys43",19,19,6
"sys30","sys44",19,13,13
"sys30","sys45",10,6,6
"sys30","sys46",204,6,6
"sys30","sys47",10,6,6
"sys30","sys48",204,204,4
"sys30","sys49",10,6,6
"sys30","sys50",10,6,6
"sys30","sys51",7,1,1
"sys30","sys52",9,9,1
"sys30","sys53",9,4,4
"sys30","sys54",19,13,13
"sys30","sys55",9,6,6
"sys30","sys56",13,13,13
"sys30","sys57",9,6,6
"sys30","sys60",9,6,6
"sys30","sys61",104,6,6
"sys30","sys62",104,4,4
"sys30","sys66",19,6,6
"sys30","sys68",10,6,6
"sys30","sys69",17,1,1
"sys30","sys70",7,4,4
"sys30","sys71",114,114,1
