"si","sj","logLik","AIC","BIC"
"sys20","sys39",10,10,13
"sys20","sys40",10,10,6
"sys20","sys41",204,204,204
"sys20","sys42",204,204,204
"sys20","sys43",204,204,204
"sys20","sys44",2,6,6
"sys20","sys46",5,5,5
"sys20","sys48",1,1,1
"sys20","sys49",204,13,13
"sys20","sys50",10,4,4
"sys20","sys51",5,5,5
"sys20","sys52",5,5,5
"sys20","sys53",5,5,5
"sys20","sys54",19,1,1
"sys20","sys55",204,204,4
"sys20","sys56",5,5,5
"sys20","sys57",8,13,13
"sys20","sys58",204,4,4
"sys20","sys59",204,13,13
"sys20","sys62",5,5,5
"sys21","sys22",2,1,1
"sys21","sys23",20,1,1
"sys21","sys24",214,214,1
"sys21","sys25",10,5,5
"sys21","sys26",5,5,5
"sys21","sys27",20,14,14
"sys21","sys28",10,5,5
"sys21","sys29",114,114,114
"sys21","sys30",114,114,114
"sys21","sys31",5,5,5
"sys21","sys32",10,4,4
"sys21","sys33",204,13,13
"sys21","sys34",204,204,4
"sys21","sys35",5,5,5
"sys21","sys36",17,1,1
"sys21","sys37",2,14,14
"sys21","sys38",10,5,5
"sys21","sys39",5,5,5
"sys21","sys40",5,5,5
"sys21","sys41",2,2,13
"sys21","sys42",114,114,114
"sys21","sys43",114,114,114
"sys21","sys44",13,13,13
"sys21","sys46",2,2,2
"sys21","sys48",5,5,5
"sys21","sys49",1,1,1
"sys21","sys50",10,1,1
"sys21","sys51",20,14,14
"sys21","sys52",20,5,5
"sys21","sys53",20,5,5
"sys21","sys54",114,114,114
"sys21","sys55",114,114,114
"sys21","sys56",2,4,4
"sys21","sys57",17,4,4
"sys21","sys58",204,204,204
"sys21","sys59",204,204,13
"sys21","sys62",104,104,13
"sys22","sys23",8,13,13
"sys22","sys24",204,204,204
"sys22","sys25",104,104,104
"sys22","sys26",1,1,1
"sys22","sys27",204,4,4
"sys22","sys28",5,5,5
"sys22","sys29",204,204,204
"sys22","sys30",204,204,204
"sys22","sys31",204,204,204
"sys22","sys32",10,4,4
"sys22","sys33",4,4,4
"sys22","sys34",204,204,4
"sys22","sys35",10,4,4
"sys22","sys36",114,114,14
"sys22","sys37",10,4,4
"sys22","sys38",10,4,4
"sys22","sys39",10,10,10
"sys22","sys40",10,10,4
"sys22","sys41",204,204,204
"sys22","sys42",204,204,204
"sys22","sys43",204,204,204
"sys22","sys44",204,4,4
"sys22","sys46",204,204,4
"sys22","sys48",2,6,6
"sys22","sys49",204,13,13
"sys22","sys50",204,6,6
"sys22","sys51",17,14,14
"sys22","sys52",5,5,5
"sys22","sys53",5,5,5
"sys22","sys54",204,204,204
"sys22","sys55",204,204,204
"sys22","sys56",204,204,4
"sys22","sys57",7,4,4
"sys22","sys58",9,1,1
"sys22","sys59",204,4,4
"sys22","sys62",10,13,13
"sys23","sys24",10,13,13
"sys23","sys25",13,13,13
"sys23","sys26",4,4,4
"sys23","sys27",10,4,4
"sys23","sys28",204,204,4
"sys23","sys29",204,204,204
"sys23","sys30",204,204,204
"sys23","sys31",204,204,4
"sys23","sys32",9,4,4
"sys23","sys33",10,6,6
"sys23","sys34",204,204,6
"sys23","sys35",1,1,1
"sys23","sys36",8,4,4
"sys23","sys37",10,5,5
"sys23","sys38",13,13,13
"sys23","sys39",10,13,13
"sys23","sys40",104,13,13
"sys23","sys41",204,204,204
"sys23","sys42",204,204,204
"sys23","sys43",114,114,114
"sys23","sys44",10,6,6
"sys23","sys46",204,204,204
"sys23","sys48",104,104,104
"sys23","sys49",6,6,6
"sys23","sys50",104,4,4
"sys23","sys51",10,1,1
"sys23","sys52",13,13,13
"sys23","sys53",19,1,1
"sys23","sys54",204,204,204
"sys23","sys55",204,204,204
"sys23","sys56",7,4,4
"sys23","sys57",9,6,6
"sys23","sys58",10,6,6
"sys23","sys59",204,6,6
"sys23","sys62",10,6,6
"sys24","sys25",13,13,13
"sys24","sys26",7,4,4
"sys24","sys27",2,4,4
"sys24","sys28",2,2,5
"sys24","sys29",204,204,204
"sys24","sys30",204,204,204
"sys24","sys31",204,204,204
"sys24","sys32",104,4,4
"sys24","sys33",104,4,4
"sys24","sys34",204,204,4
"sys24","sys35",1,1,1
"sys24","sys36",1,1,1
"sys24","sys37",214,214,1
"sys24","sys38",19,4,4
"sys24","sys39",10,13,13
"sys24","sys40",13,13,13
"sys24","sys41",2,2,2
"sys24","sys42",2,2,2
"sys24","sys43",2,2,2
"sys24","sys44",2,2,6
"sys24","sys46",204,204,204
"sys24","sys48",10,10,4
"sys24","sys49",104,104,104
"sys24","sys50",104,104,4
"sys24","sys51",10,5,5
"sys24","sys52",1,1,1
"sys24","sys53",10,10,4
"sys24","sys54",204,204,204
"sys24","sys55",204,204,204
"sys24","sys56",8,6,6
"sys24","sys57",104,6,6
"sys24","sys58",104,13,13
"sys24","sys59",204,4,4
"sys24","sys62",19,1,1
"sys25","sys26",5,5,5
"sys25","sys27",204,4,4
"sys25","sys28",20,14,14
"sys25","sys29",204,204,4
"sys25","sys30",204,204,204
"sys25","sys31",204,4,4
"sys25","sys32",204,204,4
"sys25","sys33",5,5,5
"sys25","sys34",204,204,204
"sys25","sys35",20,20,14
"sys25","sys36",20,14,14
"sys25","sys37",10,10,4
"sys25","sys38",7,14,14
"sys25","sys39",10,5,5
"sys25","sys40",10,4,4
"sys25","sys41",204,204,204
"sys25","sys42",204,204,204
"sys25","sys43",204,204,204
"sys25","sys44",204,204,4
"sys25","sys46",204,204,204
"sys25","sys48",10,13,13
"sys25","sys49",204,13,13
"sys25","sys50",10,5,5
"sys25","sys51",10,10,4
"sys25","sys52",2,2,14
"sys25","sys53",5,5,5
"sys25","sys54",204,204,4
"sys25","sys55",204,204,4
"sys25","sys56",2,4,4
"sys25","sys57",204,4,4
"sys25","sys58",5,5,5
"sys25","sys59",204,204,204
"sys25","sys62",114,5,5
"sys26","sys27",10,10,4
"sys26","sys28",10,6,6
"sys26","sys29",10,4,4
"sys26","sys30",10,4,4
"sys26","sys31",10,10,4
"sys26","sys32",104,104,4
"sys26","sys33",104,13,13
"sys26","sys34",9,4,4
"sys26","sys35",10,5,5
"sys26","sys36",10,13,13
"sys26","sys37",5,5,5
"sys26","sys38",10,13,13
"sys26","sys39",5,5,5
"sys26","sys40",10,10,4
"sys26","sys41",2,4,4
"sys26","sys42",2,2,4
"sys26","sys43",2,2,2
"sys26","sys44",2,6,6
"sys26","sys46",5,5,5
"sys26","sys48",10,5,5
"sys26","sys49",7,4,4
"sys26","sys50",10,4,4
"sys26","sys51",5,5,5
"sys26","sys52",10,5,5
"sys26","sys53",5,5,5
"sys26","sys54",2,4,4
"sys26","sys55",10,4,4
"sys26","sys56",10,10,4
"sys26","sys57",9,6,6
"sys26","sys58",17,13,13
"sys26","sys59",9,6,6
"sys26","sys62",104,13,13
"sys27","sys28",2,2,4
"sys27","sys29",2,2,2
"sys27","sys30",2,2,2
"sys27","sys31",7,4,4
"sys27","sys32",7,4,4
"sys27","sys33",1,1,1
"sys27","sys34",10,10,4
"sys27","sys35",104,104,1
"sys27","sys36",9,9,1
"sys27","sys37",19,13,13
"sys27","sys38",19,19,19
"sys27","sys39",204,1,1
"sys27","sys40",17,4,4
"sys27","sys41",2,2,4
"sys27","sys42",2,2,2
"sys27","sys43",2,4,4
"sys27","sys44",2,2,6
"sys27","sys46",2,5,5
"sys27","sys48",9,4,4
"sys27","sys49",10,4,4
"sys27","sys50",104,104,4
"sys27","sys51",7,4,4
"sys27","sys52",9,9,3
"sys27","sys53",7,1,1
"sys27","sys54",2,2,2
"sys27","sys55",2,2,2
"sys27","sys56",104,4,4
"sys27","sys57",19,4,4
"sys27","sys58",10,4,4
"sys27","sys59",10,10,4
"sys27","sys62",104,4,4
"sys28","sys29",204,204,6
"sys28","sys30",204,204,6
"sys28","sys31",10,6,6
"sys28","sys32",10,6,6
"sys28","sys33",10,6,6
"sys28","sys34",10,6,6
"sys28","sys35",104,104,6
"sys28","sys36",10,6,6
"sys28","sys37",9,1,1
"sys28","sys38",10,5,5
"sys28","sys39",5,5,5
"sys28","sys40",10,13,13
"sys28","sys41",104,6,6
"sys28","sys42",104,6,6
"sys28","sys43",10,4,4
"sys28","sys44",2,2,2
"sys28","sys46",10,5,5
"sys28","sys48",104,6,6
"sys28","sys49",104,4,4
"sys28","sys50",9,4,4
"sys28","sys51",10,10,4
"sys28","sys52",10,4,4
"sys28","sys53",10,4,4
"sys28","sys54",10,13,13
"sys28","sys55",204,204,6
"sys28","sys56",10,13,13
"sys28","sys57",10,6,6
"sys28","sys58",104,6,6
"sys28","sys59",10,6,6
"sys28","sys62",104,6,6
"sys29","sys30",5,5,5
"sys29","sys31",104,104,104
"sys29","sys32",2,2,2
"sys29","sys33",2,2,5
"sys29","sys34",2,2,2
"sys29","sys35",2,2,2
"sys29","sys36",2,2,2
"sys29","sys37",10,5,0
"sys29","sys38",2,2,2
"sys29","sys39",2,2,5
"sys29","sys40",2,5,5
"sys29","sys41",104,104,104
"sys29","sys42",104,104,104
"sys29","sys43",104,104,5
"sys29","sys44",104,6,6
"sys29","sys46",2,2,2
"sys29","sys48",2,2,6
"sys29","sys49",104,104,104
"sys29","sys50",2,2,2
"sys29","sys51",2,2,2
"sys29","sys52",2,2,2
"sys29","sys53",2,2,5
"sys29","sys54",5,5,5
"sys29","sys55",6,6,6
"sys29","sys56",104,104,104
"sys29","sys57",2,2,2
"sys29","sys58",2,2,2
"sys29","sys59",2,2,2
"sys29","sys62",2,2,0
"sys30","sys31",104,104,104
"sys30","sys32",2,2,2
"sys30","sys33",7,3,3
"sys30","sys34",2,2,2
"sys30","sys35",2,2,3
"sys30","sys36",20,5,5
"sys30","sys37",2,5,0
"sys30","sys38",2,2,2
"sys30","sys39",2,2,3
"sys30","sys40",2,5,5
"sys30","sys41",104,104,5
"sys30","sys42",104,104,104
"sys30","sys43",104,104,104
"sys30","sys44",2,2,4
"sys30","sys46",2,2,2
"sys30","sys48",104,4,4
"sys30","sys49",104,104,104
"sys30","sys50",104,4,4
"sys30","sys51",2,2,5
"sys30","sys52",2,2,14
"sys30","sys53",2,5,5
"sys30","sys54",104,5,5
"sys30","sys55",5,5,5
"sys30","sys56",214,214,214
"sys30","sys57",2,4,4
"sys30","sys58",2,14,14
"sys30","sys59",2,2,2
"sys30","sys62",104,0,0
"sys31","sys32",104,104,4
"sys31","sys33",10,4,4
"sys31","sys34",2,4,4
"sys31","sys35",2,2,2
"sys31","sys36",2,5,5
"sys31","sys37",10,10,13
"sys31","sys38",10,5,5
"sys31","sys39",5,5,5
"sys31","sys40",10,5,5
"sys31","sys41",2,4,4
"sys31","sys42",2,4,4
"sys31","sys43",2,4,4
"sys31","sys44",10,6,6
"sys31","sys46",10,10,4
"sys31","sys48",10,10,4
"sys31","sys49",10,10,4
"sys31","sys50",104,104,4
"sys31","sys51",20,20,20
"sys31","sys52",20,20,14
"sys31","sys53",5,5,5
"sys31","sys54",114,114,114
"sys31","sys55",114,114,114
"sys31","sys56",204,204,204
"sys31","sys57",104,6,6
"sys31","sys58",10,6,6
"sys31","sys59",2,2,4
"sys31","sys62",2,2,5
"sys32","sys33",104,104,104
"sys32","sys34",204,204,204
"sys32","sys35",2,4,4
"sys32","sys36",104,104,4
"sys32","sys37",104,104,104
"sys32","sys38",104,13,13
"sys32","sys39",10,13,13
"sys32","sys40",17,4,4
"sys32","sys41",2,2,2
"sys32","sys42",9,9,9
"sys32","sys43",9,9,4
"sys32","sys44",2,2,2
"sys32","sys46",7,14,14
"sys32","sys48",2,2,4
"sys32","sys49",204,4,4
"sys32","sys50",104,6,6
"sys32","sys51",10,1,1
"sys32","sys52",1,1,1
"sys32","sys53",2,1,1
"sys32","sys54",2,2,2
"sys32","sys55",2,2,2
"sys32","sys56",204,4,4
"sys32","sys57",104,104,104
"sys32","sys58",104,104,4
"sys32","sys59",204,204,204
"sys32","sys62",104,104,104
"sys33","sys34",204,4,4
"sys33","sys35",19,1,1
"sys33","sys36",17,4,4
"sys33","sys37",10,13,13
"sys33","sys38",10,13,13
"sys33","sys39",17,1,1
"sys33","sys40",1,1,1
"sys33","sys41",7,4,4
"sys33","sys42",9,4,4
"sys33","sys43",7,14,14
"sys33","sys44",9,1,1
"sys33","sys46",204,5,5
"sys33","sys48",10,6,6
"sys33","sys49",204,204,6
"sys33","sys50",17,13,13
"sys33","sys51",1,1,1
"sys33","sys52",1,1,1
"sys33","sys53",2,1,1
"sys33","sys54",2,2,4
"sys33","sys55",2,2,14
"sys33","sys56",19,1,1
"sys33","sys57",9,4,4
"sys33","sys58",104,104,104
"sys33","sys59",7,4,4
"sys33","sys62",10,13,13
"sys34","sys35",214,214,14
"sys34","sys36",214,214,214
"sys34","sys37",214,14,14
"sys34","sys38",2,4,4
"sys34","sys39",10,13,13
"sys34","sys40",10,10,4
"sys34","sys41",9,4,4
"sys34","sys42",19,19,14
"sys34","sys43",214,14,14
"sys34","sys44",2,2,4
"sys34","sys46",2,4,4
"sys34","sys48",9,9,1
"sys34","sys49",214,214,4
"sys34","sys50",104,104,104
"sys34","sys51",1,1,1
"sys34","sys52",10,13,13
"sys34","sys53",10,5,5
"sys34","sys54",2,2,2
"sys34","sys55",2,2,2
"sys34","sys56",2,2,2
"sys34","sys57",104,104,104
"sys34","sys58",7,4,4
"sys34","sys59",104,104,104
"sys34","sys62",104,104,104
"sys35","sys36",204,204,204
"sys35","sys37",10,6,6
"sys35","sys38",19,4,4
"sys35","sys39",10,13,13
"sys35","sys40",10,13,13
"sys35","sys41",20,14,14
"sys35","sys42",214,16,16
"sys35","sys43",20,3,3
"sys35","sys44",2,2,4
"sys35","sys46",20,3,3
"sys35","sys48",9,4,4
"sys35","sys49",1,1,1
"sys35","sys50",104,4,4
"sys35","sys51",20,20,20
"sys35","sys52",17,4,4
"sys35","sys53",1,1,1
"sys35","sys54",2,2,16
"sys35","sys55",2,16,16
"sys35","sys56",20,5,5
"sys35","sys57",17,4,4
"sys35","sys58",19,1,1
"sys35","sys59",114,114,14
"sys35","sys62",10,13,13
"sys36","sys37",104,104,4
"sys36","sys38",7,4,4
"sys36","sys39",17,1,1
"sys36","sys40",17,1,1
"sys36","sys41",2,5,5
"sys36","sys42",2,5,5
"sys36","sys43",20,5,5
"sys36","sys44",10,4,4
"sys36","sys46",20,5,5
"sys36","sys48",2,2,4
"sys36","sys49",7,1,1
"sys36","sys50",8,6,6
"sys36","sys51",10,5,5
"sys36","sys52",1,1,1
"sys36","sys53",1,1,1
"sys36","sys54",2,16,16
"sys36","sys55",9,3,3
"sys36","sys56",1,1,1
"sys36","sys57",19,19,14
"sys36","sys58",19,19,1
"sys36","sys59",204,1,1
"sys36","sys62",104,104,4
"sys37","sys38",10,6,6
"sys37","sys39",10,6,6
"sys37","sys40",9,4,4
"sys37","sys41",20,5,5
"sys37","sys42",20,5,5
"sys37","sys43",114,16,16
"sys37","sys44",18,16,16
"sys37","sys46",114,114,5
"sys37","sys48",8,4,4
"sys37","sys49",114,114,5
"sys37","sys50",4,4,4
"sys37","sys51",10,13,13
"sys37","sys52",17,13,13
"sys37","sys53",13,13,13
"sys37","sys54",114,5,0
"sys37","sys55",10,5,0
"sys37","sys56",10,13,13
"sys37","sys57",204,204,4
"sys37","sys58",10,13,13
"sys37","sys59",204,204,5
"sys37","sys62",10,10,4
"sys38","sys39",10,6,6
"sys38","sys40",6,6,6
"sys38","sys41",10,4,4
"sys38","sys42",10,6,6
"sys38","sys43",10,5,5
"sys38","sys44",104,6,6
"sys38","sys46",204,204,5
"sys38","sys48",10,6,6
"sys38","sys49",204,204,13
"sys38","sys50",13,13,13
"sys38","sys51",10,13,13
"sys38","sys52",7,4,4
"sys38","sys53",10,4,4
"sys38","sys54",2,2,6
"sys38","sys55",2,4,4
"sys38","sys56",10,1,1
"sys38","sys57",17,13,13
"sys38","sys58",10,4,4
"sys38","sys59",10,13,13
"sys38","sys62",10,6,6
"sys39","sys40",204,4,4
"sys39","sys41",5,5,5
"sys39","sys42",104,5,5
"sys39","sys43",5,5,5
"sys39","sys44",10,5,5
"sys39","sys46",114,5,5
"sys39","sys48",10,6,6
"sys39","sys49",10,13,13
"sys39","sys50",19,4,4
"sys39","sys51",8,6,6
"sys39","sys52",8,13,13
"sys39","sys53",17,4,4
"sys39","sys54",10,10,4
"sys39","sys55",5,5,5
"sys39","sys56",5,5,5
"sys39","sys57",10,10,13
"sys39","sys58",10,10,4
"sys39","sys59",10,10,4
"sys39","sys62",10,13,13
"sys40","sys41",10,4,4
"sys40","sys42",10,6,6
"sys40","sys43",10,4,4
"sys40","sys44",104,4,4
"sys40","sys46",10,5,5
"sys40","sys48",10,6,6
"sys40","sys49",204,13,13
"sys40","sys50",13,13,13
"sys40","sys51",17,4,4
"sys40","sys52",4,4,4
"sys40","sys53",8,13,13
"sys40","sys54",2,4,4
"sys40","sys55",5,5,5
"sys40","sys56",10,5,5
"sys40","sys57",10,13,13
"sys40","sys58",10,4,4
"sys40","sys59",10,13,13
"sys40","sys62",10,13,13
"sys41","sys42",8,4,4
"sys41","sys43",7,4,4
"sys41","sys44",204,13,13
"sys41","sys46",5,5,5
"sys41","sys48",104,4,4
"sys41","sys49",2,2,2
"sys41","sys50",104,104,104
"sys41","sys51",10,5,5
"sys41","sys52",10,5,5
"sys41","sys53",214,5,5
"sys41","sys54",204,204,204
"sys41","sys55",204,204,204
"sys41","sys56",104,6,6
"sys41","sys57",9,4,4
"sys41","sys58",8,4,4
"sys41","sys59",204,4,4
"sys41","sys62",13,13,13
"sys42","sys43",8,4,4
"sys42","sys44",9,4,4
"sys42","sys46",5,5,5
"sys42","sys48",104,4,4
"sys42","sys49",2,2,4
"sys42","sys50",214,214,214
"sys42","sys51",10,5,5
"sys42","sys52",20,5,5
"sys42","sys53",20,14,14
"sys42","sys54",204,204,4
"sys42","sys55",204,204,4
"sys42","sys56",2,6,6
"sys42","sys57",9,9,4
"sys42","sys58",7,4,4
"sys42","sys59",7,4,4
"sys42","sys62",13,13,0
"sys43","sys44",8,6,6
"sys43","sys46",5,5,5
"sys43","sys48",104,4,4
"sys43","sys49",2,2,4
"sys43","sys50",2,2,2
"sys43","sys51",20,14,14
"sys43","sys52",10,5,5
"sys43","sys53",5,5,5
"sys43","sys54",204,204,4
"sys43","sys55",204,204,4
"sys43","sys56",2,2,6
"sys43","sys57",19,19,14
"sys43","sys58",2,14,14
"sys43","sys59",17,1,1
"sys43","sys62",104,4,0
"sys44","sys46",2,2,4
"sys44","sys48",9,6,0
"sys44","sys49",2,4,4
"sys44","sys50",9,6,6
"sys44","sys51",214,214,214
"sys44","sys52",214,214,5
"sys44","sys53",214,214,214
"sys44","sys54",2,6,6
"sys44","sys55",2,2,6
"sys44","sys56",104,6,6
"sys44","sys57",9,9,1
"sys44","sys58",9,14,14
"sys44","sys59",2,2,4
"sys44","sys62",9,1,1
"sys46","sys48",10,5,5
"sys46","sys49",2,2,2
"sys46","sys50",104,104,104
"sys46","sys51",20,3,3
"sys46","sys52",214,214,3
"sys46","sys53",20,20,20
"sys46","sys54",10,4,4
"sys46","sys55",2,2,4
"sys46","sys56",104,104,104
"sys46","sys57",10,5,5
"sys46","sys58",104,5,5
"sys46","sys59",7,4,4
"sys46","sys62",104,104,5
"sys48","sys49",204,204,204
"sys48","sys50",10,6,6
"sys48","sys51",204,13,13
"sys48","sys52",13,13,13
"sys48","sys53",9,6,6
"sys48","sys54",2,6,6
"sys48","sys55",114,114,6
"sys48","sys56",2,4,4
"sys48","sys57",2,2,6
"sys48","sys58",2,6,6
"sys48","sys59",2,4,4
"sys48","sys62",2,2,2
"sys49","sys50",104,104,4
"sys49","sys51",10,10,5
"sys49","sys52",17,13,13
"sys49","sys53",13,13,13
"sys49","sys54",204,204,204
"sys49","sys55",204,204,4
"sys49","sys56",10,4,4
"sys49","sys57",104,104,6
"sys49","sys58",104,6,6
"sys49","sys59",2,4,4
"sys49","sys62",8,4,4
"sys50","sys51",10,13,13
"sys50","sys52",13,13,13
"sys50","sys53",17,13,13
"sys50","sys54",2,2,2
"sys50","sys55",2,2,6
"sys50","sys56",8,4,4
"sys50","sys57",2,2,2
"sys50","sys58",19,19,19
"sys50","sys59",114,114,114
"sys50","sys62",10,6,6
"sys51","sys52",5,5,5
"sys51","sys53",5,5,5
"sys51","sys54",2,5,5
"sys51","sys55",2,5,5
"sys51","sys56",114,114,114
"sys51","sys57",10,5,5
"sys51","sys58",10,5,5
"sys51","sys59",10,5,5
"sys51","sys62",10,5,5
"sys52","sys53",6,6,6
"sys52","sys54",2,2,14
"sys52","sys55",2,14,14
"sys52","sys56",20,20,20
"sys52","sys57",214,1,1
"sys52","sys58",1,1,1
"sys52","sys59",1,1,1
"sys52","sys62",104,4,4
"sys53","sys54",10,5,5
"sys53","sys55",5,5,5
"sys53","sys56",5,5,5
"sys53","sys57",10,10,4
"sys53","sys58",10,4,4
"sys53","sys59",10,10,13
"sys53","sys62",2,2,4
"sys54","sys55",8,6,6
"sys54","sys56",104,104,104
"sys54","sys57",2,4,4
"sys54","sys58",2,2,2
"sys54","sys59",2,2,2
"sys54","sys62",10,13,0
"sys55","sys56",104,104,104
"sys55","sys57",2,2,2
"sys55","sys58",2,14,14
"sys55","sys59",2,2,2
"sys55","sys62",214,14,14
"sys56","sys57",8,6,6
"sys56","sys58",19,13,13
"sys56","sys59",2,2,4
"sys56","sys62",104,104,104
"sys57","sys58",2,2,4
"sys57","sys59",204,204,204
"sys57","sys62",104,4,4
"sys58","sys59",204,4,4
"sys58","sys62",17,13,13
"sys59","sys62",104,104,104
