"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys31","sys32","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48","sys49","sys50","sys51","sys52","sys53","sys54","sys55","sys56","sys57","sys60","sys61","sys62","sys66","sys68","sys69","sys70","sys71","sys73","sys74","sys76","sys77","sys78","sys79","sys80","sys81","sys82","sys85","sys87","sys88"
0.07434914,0.08053137,0.06835595,0.09263868,0.14370401,0.02678277,0.09451548,0.0578647,0.03737654,0.13347652,0.10036716,0.1019397,0.07644315,0.08910827,0.10054098,0.08771876,0.10859015,0.10000199,0.10048673,0.07923683,0.07615086,0.07132892,0.07296673,0.07648079,0.0753385,0.07505149,0.11641205,0.00025449,0.08537513,0.08519599,0.07328492,0.05732897,0.00230615,0.05397877,0.09015791,0.1009353,0.1033023,0.09165822,0.14953818,0.07602514,0.07482619,0.07551671,0.11595495,0.15150149,0.18998583,0.07198234,0.13516701,0.10468945,0.09983087,0.07121522,0.052361,0.0672581,0.10776247,0.0763437,0.10274991,0.09467098,0.04003888,0.04837333,0.04971747,0.09351127,0.12341137,0.05672388,0.05615406,0.0343399,0.01803579,0.07343983,0.07547747,0.09970995,0.05248968,0.10879516,0.11522201,0.11723154,0.05107178,0.10619323,0.10734751,0.06649049
0.07348448,0.07962507,0.06466578,0.08660499,0.14374213,0.02411512,0.09675651,0.05746706,0.03779939,0.13435314,0.09503307,0.10333773,0.07575286,0.08498738,0.09784468,0.08799756,0.10899675,0.09497574,0.09631195,0.08103695,0.07034594,0.06678654,0.06852123,0.07743975,0.07598943,0.0744378,0.11411411,0.00022493,0.08370345,0.0849592,0.07746522,0.05878563,0.00246146,0.05303139,0.09144745,0.10457849,0.10164724,0.08834178,0.14533489,0.07605084,0.07142918,0.07574599,0.11955956,0.14797917,0.18313914,0.07319976,0.13455471,0.10065121,0.09850951,0.06893492,0.05222181,0.06376776,0.10253693,0.07882378,0.09457857,0.08829869,0.04510285,0.04984549,0.05200545,0.095556,0.1217881,0.05552183,0.05192777,0.03381906,0.0196625,0.07240885,0.0732112,0.0957149,0.05597598,0.10769601,0.11343099,0.11181557,0.05169586,0.10737261,0.09943239,0.06404769
0.07268139,0.08638413,0.06846277,0.09285842,0.14208183,0.0222581,0.09917997,0.0564076,0.04021522,0.13500601,0.09462358,0.10072809,0.07879519,0.09187844,0.09383283,0.08724483,0.10186017,0.09369173,0.1012617,0.0790922,0.07235715,0.06801197,0.06900496,0.08396296,0.08436432,0.08168207,0.11325341,0.00026297,0.08697168,0.09208725,0.07326927,0.05568343,0.00256272,0.05408768,0.0945369,0.10327102,0.10151631,0.09097497,0.14231911,0.07484985,0.07709546,0.07565517,0.12254085,0.14914238,0.18458377,0.07091908,0.12980016,0.10418819,0.09693685,0.066609,0.05058334,0.06691466,0.10249224,0.07562714,0.10028403,0.0925885,0.04118935,0.04784295,0.05005981,0.09650425,0.11744845,0.06001881,0.05692408,0.03467704,0.01812597,0.06992544,0.07410385,0.09955987,0.06180977,0.1093421,0.11398518,0.11393293,0.04770161,0.10445181,0.10341942,0.06213813
0.07173073,0.07821597,0.0675473,0.09187498,0.14035987,0.02836211,0.09721237,0.05790029,0.03856092,0.12949268,0.09147058,0.09489906,0.08268043,0.08581558,0.10120079,0.09200797,0.11123098,0.09919083,0.0968551,0.07822381,0.07700932,0.07301677,0.0745089,0.0744888,0.07648545,0.07160024,0.10947306,0.00029129,0.081842,0.08268669,0.0769117,0.05760525,0.00266826,0.05132937,0.09140532,0.09830707,0.09976752,0.08672672,0.14921866,0.07123167,0.06828059,0.06888889,0.12365882,0.15302803,0.1820458,0.07055567,0.13462867,0.09942819,0.09322779,0.06737582,0.04988748,0.06214178,0.10229826,0.07324243,0.09928212,0.09358397,0.04427031,0.04758534,0.05064328,0.09214815,0.1188436,0.05364849,0.04973898,0.03333958,0.01854654,0.07144745,0.07565021,0.09348067,0.05490602,0.11030631,0.1142126,0.11263775,0.04929905,0.10299896,0.09833304,0.06533372
0.06883984,0.07928047,0.06515226,0.09469621,0.14307418,0.02742742,0.09852828,0.05801577,0.03999671,0.13767592,0.09156636,0.09583499,0.08356032,0.08685786,0.09885925,0.09274425,0.10687206,0.09745345,0.09527111,0.07751528,0.08283784,0.07957558,0.08030286,0.08052163,0.08053829,0.07926806,0.11281641,0.00027243,0.08492957,0.08526126,0.07104175,0.05495395,0.00223419,0.05241192,0.08896015,0.09813733,0.1022603,0.09044996,0.14569641,0.07384624,0.07071467,0.07625545,0.12259636,0.15389485,0.18922161,0.07612488,0.13468969,0.10450014,0.09627402,0.06527326,0.04976207,0.06549874,0.09985096,0.07086122,0.09930406,0.09308973,0.04628307,0.05085605,0.05277068,0.09054293,0.11788163,0.05766082,0.05459844,0.03600552,0.01679055,0.06681017,0.07612588,0.09292532,0.05719556,0.10672573,0.11391366,0.11240552,0.05099495,0.10049313,0.10142847,0.06208865
0.07520672,0.07703815,0.06435536,0.08716796,0.14695592,0.02599599,0.0923131,0.05763664,0.03992617,0.13106242,0.09308588,0.09590691,0.07834465,0.08505625,0.10237613,0.0904557,0.11172572,0.10155434,0.09791543,0.07725626,0.07041441,0.06713945,0.06804483,0.07570194,0.0760394,0.07239751,0.11194919,0.00030069,0.08043399,0.08265301,0.07205885,0.0537047,0.00191983,0.05245181,0.09325225,0.09956913,0.10091768,0.08991391,0.13966742,0.06800701,0.06892091,0.07027572,0.12169686,0.15068168,0.18174245,0.07056175,0.13786586,0.10373973,0.0966504,0.06779138,0.05117837,0.05968945,0.10430847,0.07211415,0.10169606,0.08861837,0.04617221,0.05016917,0.05475059,0.08930831,0.1195616,0.05502939,0.05037412,0.03341578,0.01714706,0.07011968,0.07486005,0.09628985,0.05272276,0.1109391,0.11277678,0.1108436,0.04318494,0.10399158,0.10044921,0.06159535
0.06922923,0.0751433,0.06320236,0.09419095,0.14855486,0.02133204,0.09385024,0.05568192,0.03885084,0.13166726,0.09395632,0.10015916,0.08079263,0.0851935,0.09887824,0.08990026,0.10624343,0.09941092,0.08766125,0.07195987,0.07439836,0.07188853,0.07174726,0.07705945,0.0794074,0.07845842,0.11300805,0.00030069,0.08361946,0.08395587,0.06725125,0.05162839,0.00246983,0.05117674,0.09042017,0.10042346,0.09785825,0.08396668,0.1445929,0.06948549,0.06758029,0.07114939,0.11713673,0.1523947,0.18914739,0.06830474,0.14253492,0.10644208,0.10057814,0.06279078,0.04841626,0.06348248,0.09909885,0.07629268,0.09638182,0.0947626,0.04095006,0.04778049,0.05009985,0.09248439,0.12022814,0.0544623,0.05407759,0.03779755,0.01637622,0.06596596,0.07089586,0.09216992,0.05051287,0.10636868,0.11340315,0.11025025,0.04600351,0.10398635,0.09942574,0.06544664
0.07423407,0.0830528,0.06623703,0.09481882,0.14604644,0.02407063,0.1016631,0.05640725,0.03875394,0.13640777,0.09783187,0.10219651,0.0809507,0.09010281,0.10281205,0.08854819,0.10554679,0.10070915,0.10387763,0.07805405,0.07762098,0.07329208,0.07620997,0.08034826,0.08053558,0.07747491,0.11900275,0.00027243,0.08733044,0.08757757,0.08078918,0.05988628,0.00260419,0.0586058,0.09631231,0.10402433,0.10543568,0.09195907,0.14180805,0.07338097,0.0682894,0.07229004,0.12668569,0.14910886,0.18702879,0.07376993,0.13529305,0.10127903,0.09588324,0.07422186,0.05631516,0.06916668,0.10809681,0.07889761,0.10441753,0.09220291,0.04522073,0.05007103,0.05280657,0.10504468,0.12437837,0.06220051,0.05437437,0.03302999,0.02046758,0.07552849,0.07784184,0.1024014,0.06151251,0.1105638,0.11904263,0.11777937,0.0510488,0.10375652,0.1027895,0.06513137
0.07077794,0.08021922,0.06860491,0.09241392,0.14628459,0.02366846,0.09484781,0.05058369,0.03833257,0.13662346,0.10052657,0.10444809,0.07760311,0.09171267,0.09900537,0.0887636,0.10902402,0.09918518,0.09902333,0.07877602,0.07751527,0.07172496,0.07267151,0.07720356,0.07547779,0.07327023,0.11837081,0.00025349,0.08596075,0.08777617,0.07616487,0.05746722,0.00264468,0.04992989,0.08958469,0.09819619,0.10164996,0.08831147,0.14331122,0.07476977,0.06971275,0.0767923,0.12122041,0.15191422,0.18801005,0.06996371,0.13828785,0.10406678,0.09717493,0.07022923,0.05225897,0.06695512,0.10445546,0.07552653,0.10121593,0.09136728,0.0431115,0.04622293,0.04896673,0.09795171,0.11898017,0.05855607,0.05587963,0.03641546,0.01802747,0.07320436,0.07692008,0.09392864,0.05867271,0.10778089,0.11404921,0.11107659,0.04887764,0.10736032,0.10381818,0.06452011
0.06859771,0.07719784,0.0612884,0.08717117,0.13898074,0.0253043,0.090957,0.05569945,0.03627692,0.13298417,0.09072047,0.09834313,0.07668753,0.08877036,0.09546922,0.08444044,0.10577849,0.09471911,0.09201192,0.07130009,0.07963864,0.07504801,0.07511342,0.07443418,0.07302338,0.0696591,0.11177381,0.00028187,0.08397353,0.08419075,0.06766683,0.05220004,0.00214734,0.05185176,0.0830991,0.09589794,0.09806442,0.08588564,0.14145224,0.07410306,0.07049641,0.07663943,0.11672196,0.15150735,0.18755386,0.06709685,0.13613113,0.10297193,0.09810361,0.06408183,0.04873477,0.06211055,0.09951911,0.06814926,0.09575011,0.08998469,0.04230221,0.04749148,0.04886526,0.09129729,0.12260652,0.05573052,0.05305706,0.03517036,0.01718803,0.06528064,0.07080681,0.09182381,0.05077477,0.10543179,0.11133004,0.11018234,0.04830269,0.09865001,0.09911812,0.06155211
0.07073144,0.0815079,0.06344544,0.09302947,0.14516491,0.02196661,0.09617577,0.05862742,0.03614926,0.13636548,0.09390206,0.10111836,0.08033838,0.08991222,0.09677316,0.09013244,0.10702734,0.09811508,0.09812212,0.07638214,0.07272648,0.06949621,0.07227979,0.07841457,0.08066866,0.07671422,0.11404996,0.00018658,0.0844056,0.08668043,0.07195971,0.05322097,0.0022983,0.04942458,0.08757116,0.0938442,0.09889485,0.08567223,0.14441385,0.07301457,0.0718074,0.076607,0.12485885,0.15047422,0.18943214,0.07186946,0.13665742,0.10760376,0.10041793,0.06542061,0.04954891,0.06626818,0.10270742,0.07363187,0.10033057,0.09020296,0.04349353,0.04786978,0.0509933,0.08513488,0.12295011,0.05735511,0.05436841,0.03577328,0.01628347,0.06834586,0.07258369,0.0951361,0.05533044,0.10947306,0.11754634,0.11501476,0.04542918,0.10028027,0.10416801,0.06190687
0.06476852,0.07256553,0.06225705,0.08776608,0.13864761,0.02368319,0.0923875,0.05522297,0.03842313,0.12437734,0.09144645,0.09328428,0.07438014,0.08182221,0.09649874,0.08560977,0.10238238,0.09526182,0.09157634,0.07349124,0.07155011,0.06740812,0.0695473,0.07735459,0.0778979,0.07772003,0.10885285,0.00031007,0.08272872,0.08333108,0.06951556,0.0528136,0.00221973,0.05128729,0.08222122,0.09576552,0.09460852,0.08179154,0.13727932,0.07270771,0.06995771,0.07253324,0.11482858,0.14629506,0.18870229,0.07261946,0.13650962,0.10197814,0.09712688,0.06541485,0.05115234,0.06480176,0.0977921,0.06731832,0.09116653,0.08607183,0.04159375,0.04808392,0.05035435,0.08567342,0.11410815,0.05645517,0.05399155,0.03306938,0.01585825,0.0702862,0.07042386,0.09254453,0.05145381,0.10507282,0.11071991,0.1077913,0.04616633,0.10220596,0.10073464,0.06073673
0.0690396,0.08059159,0.06484641,0.09013444,0.14235339,0.02455379,0.09990469,0.05702278,0.03616893,0.1322032,0.09198298,0.09347867,0.0801962,0.08909786,0.10105606,0.08740304,0.10276276,0.10211167,0.09523274,0.07248044,0.074814,0.07108347,0.07146057,0.07938714,0.08213589,0.08106882,0.10892492,0.00023447,0.08836355,0.08504404,0.07662614,0.05815687,0.00306482,0.05064439,0.08377488,0.09380981,0.09544068,0.08003963,0.13923059,0.06998022,0.06890166,0.07320677,0.11944423,0.14583139,0.18806037,0.06793818,0.13012988,0.0987429,0.09824925,0.06900645,0.05104529,0.06816976,0.10112864,0.07381757,0.09833734,0.09161365,0.04408528,0.04936036,0.05280236,0.08950582,0.12085009,0.05744669,0.05313745,0.03320632,0.01997068,0.07240857,0.07166542,0.0918629,0.05429789,0.10914815,0.11491242,0.11357036,0.04751548,0.09885525,0.09934831,0.06242418
0.07230186,0.07656031,0.06683154,0.09782974,0.13661733,0.02442081,0.09511486,0.05798995,0.03788424,0.13148123,0.09444388,0.0967123,0.08049934,0.08579283,0.09700036,0.08681445,0.10479591,0.09593594,0.10164604,0.08055126,0.07955279,0.07528505,0.07689248,0.07721272,0.07895972,0.07611512,0.10908553,0.00023447,0.08351147,0.08509706,0.07248047,0.05522158,0.0029133,0.05624055,0.09480757,0.09820857,0.09947859,0.08566357,0.14063935,0.0698938,0.06980331,0.07370642,0.12281256,0.14902006,0.18393718,0.0706428,0.13167584,0.10048423,0.09189781,0.06313865,0.04799836,0.06604083,0.1057909,0.07430269,0.10244243,0.09783102,0.04162062,0.04954105,0.05104055,0.0888856,0.11763007,0.05433633,0.05251226,0.03540384,0.01686518,0.07110702,0.07400424,0.09528585,0.05197308,0.1065109,0.11387612,0.11250009,0.04434594,0.10296688,0.10496928,0.06265001
0.06965329,0.07831748,0.06838695,0.09324676,0.14210687,0.02458022,0.09484348,0.05771115,0.03801546,0.13639671,0.08908948,0.10177048,0.08416015,0.08857113,0.09738714,0.08717677,0.10596355,0.09478194,0.09928424,0.07935446,0.07763739,0.07426866,0.0760639,0.08061733,0.08019263,0.07600976,0.11142919,0.00026297,0.08250086,0.08428339,0.0746078,0.05587386,0.0025523,0.05214654,0.09157396,0.10222998,0.10488239,0.08849625,0.14801577,0.07269941,0.07289065,0.07580932,0.11317196,0.1508585,0.1885035,0.07613738,0.13800517,0.10490081,0.09957308,0.06524424,0.04955154,0.06235612,0.10374654,0.07140276,0.09669253,0.09619183,0.04582357,0.04933565,0.05412203,0.08859784,0.12126245,0.05486461,0.0546886,0.03677177,0.01897673,0.07162967,0.07148668,0.09490401,0.05390189,0.10343382,0.11203603,0.11132236,0.04790615,0.09856957,0.10475019,0.06122097
0.07075552,0.08014959,0.06572764,0.08887672,0.13670109,0.02691427,0.09924003,0.05575334,0.03688664,0.1314138,0.09406923,0.09595194,0.08115231,0.08692577,0.09545241,0.08879358,0.10840351,0.09833189,0.09459779,0.07699178,0.07515835,0.07028828,0.07287158,0.07869786,0.07700384,0.07699739,0.10974646,0.00026401,0.08356331,0.08617737,0.07421981,0.05702803,0.00243808,0.04910507,0.08962938,0.09199824,0.10223142,0.08883984,0.14496897,0.07581646,0.0735851,0.07427402,0.11809168,0.14979955,0.19000992,0.0661149,0.13444869,0.10450169,0.09902277,0.07059043,0.05134734,0.06563338,0.09656632,0.07279824,0.09479879,0.08948993,0.04458134,0.04777408,0.05112937,0.09135439,0.11672744,0.05570345,0.05599575,0.03551591,0.01705942,0.07052909,0.07017016,0.09611175,0.05304856,0.10893573,0.11363523,0.11388508,0.05027226,0.09895126,0.10285385,0.0613003
0.06768047,0.07492868,0.06141116,0.08891676,0.13916556,0.02522682,0.09453197,0.05430835,0.03792431,0.13398583,0.08465184,0.09655459,0.08031676,0.08381566,0.0960144,0.08974731,0.10928367,0.09478579,0.09209529,0.07196681,0.07759756,0.07394794,0.07571455,0.07436937,0.0754569,0.07032624,0.10239103,0.00032877,0.07651923,0.07892852,0.06579971,0.05011683,0.00208239,0.05058062,0.08151508,0.09486943,0.0931373,0.08483683,0.13519719,0.07303059,0.06747066,0.07697073,0.11467507,0.15241257,0.18894859,0.071614,0.13614013,0.10525209,0.0993491,0.06160957,0.04516116,0.05786122,0.09562663,0.0648008,0.09053898,0.08922834,0.043999,0.04649894,0.05079911,0.07889408,0.11531047,0.05281277,0.05019619,0.03260044,0.01684785,0.0648128,0.07263163,0.09015991,0.04720785,0.10504295,0.10945625,0.10704479,0.04261036,0.09906025,0.09496872,0.05918197
0.07440541,0.07752151,0.06858249,0.09237041,0.14233609,0.02534434,0.09678654,0.05866951,0.03683354,0.13112517,0.09144889,0.09591688,0.0802914,0.08717293,0.10075146,0.09253249,0.11262266,0.09887999,0.09875426,0.07933052,0.07935775,0.07452617,0.07913633,0.07906738,0.07894333,0.07392167,0.11187338,0.00017694,0.08729734,0.08748267,0.07550325,0.05575126,0.00247303,0.05532764,0.09003339,0.1040116,0.10297814,0.09167964,0.14181733,0.07549726,0.07139343,0.0784104,0.11544388,0.1455598,0.18241312,0.07275026,0.13526165,0.09980697,0.09517918,0.0694044,0.05195179,0.06747864,0.10575071,0.06950515,0.10038814,0.09117518,0.04592463,0.0508412,0.05326638,0.08970345,0.1174014,0.05695295,0.05302659,0.03430647,0.01816848,0.06895671,0.07847967,0.09702141,0.05516475,0.10621901,0.11419644,0.11630206,0.04709741,0.10441542,0.09793569,0.06395507
0.07321766,0.07990006,0.06439075,0.08869269,0.14192192,0.02440415,0.09345341,0.05747604,0.03859971,0.13625722,0.0929646,0.09982426,0.07321221,0.08679415,0.10062426,0.0848551,0.10506225,0.09708685,0.09968464,0.07694591,0.07256455,0.06880881,0.06965284,0.07544709,0.07526422,0.07064183,0.11552712,0.00030069,0.08515616,0.08654325,0.07119343,0.05435987,0.00237838,0.05440415,0.09140096,0.1032378,0.09962738,0.08902534,0.139962,0.07622098,0.06852628,0.07902878,0.11582106,0.14897889,0.18387524,0.06940585,0.13350034,0.10253492,0.09340972,0.06539515,0.05002378,0.06287438,0.10668379,0.07169809,0.10257694,0.09126482,0.04307343,0.0477917,0.05203103,0.09126317,0.12392944,0.05663868,0.05218819,0.03638638,0.01841886,0.06819219,0.07372472,0.09311142,0.05241681,0.10594194,0.10975246,0.10920431,0.04922698,0.10309365,0.10221822,0.05992984
0.06424729,0.07170014,0.06260636,0.09179303,0.14487684,0.02263187,0.09289881,0.05754193,0.03787463,0.13086518,0.08778153,0.09557233,0.07192912,0.08037669,0.10092236,0.08604168,0.10416391,0.09660051,0.08942699,0.06890715,0.07034305,0.06647223,0.06717117,0.07482983,0.0758579,0.07376808,0.109011,0.00018658,0.0790432,0.07669169,0.07410254,0.05409208,0.00199604,0.05098999,0.08408713,0.09583615,0.09647326,0.08296713,0.15185416,0.06781252,0.06828187,0.06980211,0.11426097,0.15171668,0.1894874,0.06693973,0.13292569,0.1048386,0.09660877,0.06263864,0.04717396,0.06040264,0.09818538,0.06867183,0.09240296,0.09302739,0.04636668,0.0503439,0.05535259,0.08175927,0.11734566,0.04944319,0.04653053,0.03474449,0.01765666,0.06761913,0.06511831,0.09556996,0.04554555,0.10326437,0.11103062,0.10821778,0.04432704,0.10288079,0.09957073,0.05951727
0.06657056,0.07491042,0.0623622,0.08451407,0.14532949,0.02427346,0.09381365,0.05583483,0.04036192,0.12912744,0.09274594,0.09830567,0.07737096,0.08362246,0.09601833,0.08924516,0.10566165,0.09542942,0.09243339,0.07432383,0.07621265,0.07093404,0.07281538,0.07292131,0.07455552,0.07271668,0.10634631,0.00023447,0.07970201,0.07975219,0.06910285,0.05126402,0.00211186,0.05161161,0.08529,0.0980627,0.09952111,0.08584761,0.14102141,0.06624224,0.07194599,0.07096536,0.11645229,0.15267779,0.18656648,0.07032784,0.13729729,0.10027628,0.09540259,0.06297168,0.04690049,0.06057729,0.10079756,0.06896175,0.09331235,0.08450425,0.04579811,0.0478898,0.05028785,0.08421698,0.11847599,0.0573057,0.05307082,0.03579003,0.01616701,0.06891291,0.07379379,0.09705141,0.05153593,0.1054004,0.11305865,0.112806,0.04491122,0.10147547,0.09813714,0.06042914
0.07820857,0.08316091,0.06648024,0.09187186,0.14455832,0.02492371,0.0970961,0.05923242,0.04020276,0.13813244,0.09400712,0.09863102,0.08144781,0.08821773,0.10227218,0.09208308,0.10619531,0.10143118,0.10183784,0.08083635,0.07773838,0.07307303,0.07488813,0.07848487,0.07939571,0.07703478,0.11181658,0.00029129,0.08667619,0.08626671,0.0734605,0.05726726,0.00229794,0.05819178,0.09272351,0.10400284,0.1049121,0.09252753,0.15239239,0.07690535,0.07635587,0.0813065,0.12648649,0.15521522,0.18899844,0.06876777,0.12818915,0.10705121,0.09642042,0.06897657,0.05228099,0.06978257,0.10987827,0.07559559,0.10796315,0.09411282,0.04311127,0.05007446,0.05457048,0.09150186,0.11927271,0.05993594,0.0586601,0.03390206,0.01790975,0.07376192,0.07527672,0.099409,0.05629646,0.10655575,0.11303848,0.11284355,0.04643744,0.09853854,0.1073451,0.06342694
0.07136047,0.077286,0.06403504,0.0917149,0.14983159,0.02429701,0.0998496,0.05785385,0.039761,0.1408932,0.09591462,0.1052609,0.07887599,0.08616816,0.09687446,0.08918535,0.10476956,0.09715311,0.09795106,0.08192529,0.07940276,0.07489561,0.0751449,0.07981481,0.07935727,0.07828164,0.11633938,0.00024399,0.08549188,0.08547043,0.07766322,0.06003508,0.00256156,0.05631275,0.09276873,0.10364756,0.10286061,0.09215872,0.14399038,0.0743598,0.06614606,0.0780404,0.11845444,0.15491007,0.19270515,0.07335695,0.13860785,0.10696808,0.10178457,0.06971162,0.05278875,0.06685982,0.10949746,0.07818698,0.10352023,0.09090169,0.04512792,0.05082667,0.05341581,0.09263648,0.12281761,0.05650626,0.05116717,0.03588564,0.02016092,0.07543427,0.07452427,0.09899571,0.05587178,0.10929614,0.11503254,0.11475314,0.0470074,0.10357814,0.10561352,0.06436741
0.07445597,0.08518855,0.07019163,0.09521673,0.148687,0.02604564,0.1004965,0.05792476,0.04114799,0.1401608,0.10934498,0.10244019,0.08123499,0.09495655,0.1080629,0.09561833,0.11474398,0.10642547,0.10529681,0.08438294,0.07960104,0.07587187,0.07794895,0.07963282,0.07974734,0.07762979,0.12246823,0.00028187,0.08458834,0.0863393,0.07580219,0.05837934,0.00241586,0.05515019,0.09738417,0.10027587,0.11030021,0.09685622,0.15023999,0.07479736,0.07116701,0.07725605,0.12903399,0.15908625,0.18979636,0.08293077,0.13722266,0.10924108,0.10779851,0.06867391,0.05216255,0.06732283,0.10847724,0.07800917,0.10386361,0.09711943,0.04214851,0.04819595,0.05162058,0.09915691,0.12534453,0.05799759,0.05322297,0.03563163,0.01817593,0.07384455,0.07933998,0.10536696,0.06334413,0.1164595,0.11708684,0.11696672,0.04752352,0.10397172,0.10403779,0.06455567
0.06843207,0.07276027,0.06516291,0.09227002,0.13548307,0.02861837,0.09340765,0.05342478,0.04019924,0.1290569,0.09209761,0.09401001,0.07644745,0.08317156,0.09256455,0.08712984,0.10881633,0.09119215,0.09416191,0.0815887,0.07497141,0.07173484,0.07282634,0.07486362,0.0747395,0.07174711,0.11094245,0.00028187,0.08054013,0.08249024,0.06733149,0.05027002,0.00217013,0.05159123,0.0865869,0.09336937,0.10379916,0.09195114,0.14833432,0.07498874,0.06519895,0.07398173,0.10876541,0.1508633,0.18973838,0.06215991,0.1355911,0.09971872,0.09671896,0.06315419,0.04860299,0.06087959,0.10399083,0.07191816,0.10070727,0.09182742,0.04289761,0.04720476,0.05197614,0.08943462,0.1157564,0.05504479,0.05188464,0.03338618,0.01628925,0.06615716,0.07243608,0.09792584,0.05255294,0.0998082,0.10704048,0.10448525,0.04786978,0.09735815,0.10438309,0.05967743
0.06970454,0.07401205,0.0664542,0.09331732,0.14405356,0.02364003,0.09190066,0.05443027,0.03757562,0.13183158,0.0958555,0.10222894,0.07219119,0.08462654,0.09330249,0.08438117,0.1053451,0.09626102,0.09748212,0.07580772,0.07526803,0.0709921,0.07307386,0.07481913,0.07487398,0.07463703,0.11262186,0.00018658,0.0790448,0.08272063,0.06838814,0.05220336,0.00195947,0.05577368,0.08972483,0.10298795,0.09367206,0.08360505,0.14311027,0.07415752,0.07205329,0.07512287,0.117247,0.15202393,0.18691327,0.06820721,0.13737328,0.10521921,0.09720376,0.06093068,0.04627507,0.06032263,0.10539571,0.07094485,0.10025269,0.09370507,0.04129646,0.04602201,0.04904148,0.08720512,0.12004881,0.05282353,0.0496424,0.03207491,0.01620256,0.06831836,0.06748988,0.09054058,0.04904183,0.1017632,0.10890666,0.10889994,0.04990446,0.10378102,0.1064376,0.06097698
0.07180059,0.07813164,0.06396868,0.08804644,0.14716953,0.02506811,0.09480597,0.05547779,0.03706791,0.12918515,0.09109093,0.09396741,0.0762953,0.08523282,0.09847892,0.08806357,0.10498289,0.09696096,0.09772268,0.07658297,0.07149225,0.06791191,0.06968327,0.08416316,0.0821929,0.07853449,0.11244701,0.00018658,0.08631342,0.08411386,0.07680545,0.05866706,0.00269308,0.05318743,0.0899477,0.09702894,0.09591783,0.08651426,0.13920792,0.0732868,0.06860905,0.07708108,0.11276636,0.14808645,0.19182282,0.07278074,0.13540565,0.10162914,0.09489389,0.065001,0.04964228,0.0659009,0.10372657,0.07144521,0.09551863,0.08711768,0.04087062,0.04765149,0.05017793,0.08883427,0.12151927,0.05664039,0.0526146,0.03522842,0.0186866,0.07252684,0.07336681,0.09200545,0.0530528,0.10210735,0.1076374,0.10989273,0.04752127,0.10013614,0.10460235,0.0609385
0.07140291,0.07776087,0.06307939,0.08731916,0.1374965,0.02187544,0.09398695,0.05467186,0.03711311,0.1284482,0.08617088,0.09418393,0.07824143,0.08548588,0.09783062,0.08971788,0.10071182,0.09518795,0.09551927,0.07432917,0.07545445,0.07152929,0.07155732,0.07943615,0.08068324,0.07442543,0.10205957,0.00029129,0.08303788,0.08176973,0.0708868,0.05266658,0.00218818,0.05077634,0.08743239,0.09606606,0.0983927,0.08627138,0.13730995,0.06949233,0.06998482,0.07209109,0.11960585,0.1467123,0.18771568,0.07287639,0.14027378,0.09961626,0.09695391,0.06777553,0.04998294,0.06214926,0.10047823,0.06582694,0.09741465,0.08853565,0.04339155,0.04560335,0.05058414,0.08297977,0.11619394,0.05317714,0.05066791,0.03353417,0.0169576,0.06964395,0.07173284,0.0915871,0.04880396,0.10647191,0.11199975,0.11031796,0.04730346,0.10269946,0.10333084,0.05961365
0.06917942,0.08154073,0.06813533,0.09044403,0.14654671,0.02714826,0.10364909,0.06002794,0.04042433,0.13554819,0.09949449,0.10014654,0.0800096,0.09331732,0.10213813,0.08603067,0.10687504,0.1022906,0.10127246,0.07937522,0.07415246,0.06947347,0.07286386,0.07570194,0.07798903,0.07604924,0.12209649,0.00035667,0.08727959,0.08784785,0.075811,0.05737513,0.00276753,0.05401,0.08688439,0.10180299,0.10002947,0.08996772,0.14801873,0.07530006,0.07017392,0.07506481,0.1226902,0.15361598,0.19059611,0.081249,0.13826783,0.10517276,0.09487824,0.06915386,0.05251531,0.0714623,0.1109019,0.08134814,0.10580251,0.09526998,0.04594634,0.05044475,0.05479223,0.10366703,0.12752592,0.05808192,0.05527278,0.03366341,0.01897013,0.07278555,0.07642042,0.09977413,0.05872368,0.10692368,0.11583262,0.11525409,0.04892893,0.10463238,0.10817874,0.06171811
0.07424399,0.08088287,0.06933092,0.09781853,0.14257368,0.02575767,0.09626042,0.05808364,0.04222774,0.13860339,0.10356331,0.10399936,0.07941441,0.09236467,0.10225409,0.08891723,0.10682658,0.10271142,0.10821541,0.08456367,0.07801641,0.07200897,0.07222133,0.07968439,0.0791646,0.07663628,0.12296697,0.00026297,0.08713825,0.08698473,0.07682281,0.05873304,0.00276155,0.05656431,0.10273344,0.10956331,0.10546265,0.09466986,0.15102077,0.0793616,0.07613605,0.07891888,0.1257535,0.15307403,0.19065642,0.07721096,0.13361801,0.10528039,0.1018516,0.06981137,0.05235186,0.06872648,0.11483595,0.08442321,0.10650626,0.0940856,0.04169333,0.04726502,0.04983319,0.1023646,0.12503174,0.05574245,0.05321786,0.03254579,0.01874954,0.07505469,0.07513833,0.10712517,0.05792076,0.10834434,0.11475466,0.11256255,0.05323724,0.10553224,0.11246878,0.06296392
